Actual_File_Name,True_Coupling_log10,Predicted_Coupling_log10,Predicted_True_Ratio_Linear,Min_HeavyDist_Ang,cos_theta,cos_4phi,cos_4psi,FeFe_Dist_Ang,absS12
geom_360.out,-2.705669546255267,-2.9146671220045546,0.618019849942506,5.3691713667911545,0.9659259,0.9983137,-0.4315864,6.713082386032589,6.602374e-05
geom_204.out,-2.506164938740689,-2.713573715416913,0.6202849204869977,2.5112753353939508,-0.5000002,0.5897607,-0.4315365,10.09496359103068,0.0007788988
47_ang_xy_job_009.out,-1.9657224635222648,-2.1715428632815237,0.6225576874591983,4.703917121995242,1.0,1.0,1.0,8.490583018850943,0.0005440494
5_ang_44_44.out,-2.2797514429463726,-2.485484309998978,0.6226831775442927,5.039285728086868,1.0,1.0,1.0,7.982480817390043,0.0002210147
md_155.out,-1.6283969651371397,-1.833460827714662,0.6236431226300513,3.568271287865596,0.9850938,0.5958814,1.0,6.128281707357863,0.002138458
47_ang_xy_job_000.out,-1.3756539590612893,-1.5800957462234448,0.6245370576254091,4.748842023030456,1.0,1.0,1.0,4.752893855326458,0.002551412
44_ang_x_job_006.out,-1.8093182614860595,-2.012206860016303,0.6267746188659696,4.4137677465516925,1.0,1.0,1.0,5.622277118748239,0.0007535211
51_ang_xy_job_008.out,-2.3374305173541554,-2.540280137954631,0.6268308744124677,5.123594699944561,1.0,1.0,1.0,8.155366331440911,0.0001814538
geom_411.out,-2.5610417093291398,-2.7636174218733576,0.6272263392142869,5.592794827293417,4.561686e-11,0.9970136,0.9970136,9.783430860020426,3.274677e-07
44_ang_x_job_005.out,-1.6698964699680952,-1.8715993190314129,0.6284882330089812,4.444118103797423,1.0,1.0,1.0,5.325410782277739,0.001298141
40_ang_x2_job_000.out,-1.4106202156777357,-1.6120275650423137,0.6289160102157092,4.027725129710318,1.0,1.0,1.0,5.122499389946279,0.00260059
44_ang_x_job_011.out,-1.7570560406093139,-1.9582045774992793,0.629290916704581,4.414268718576158,1.0,1.0,1.0,7.440430095095309,0.001279506
35_ang_20_20.out,-0.8452409297344865,-1.0441005612248102,0.632616286523647,3.5002601656591183,1.0,1.0,1.0,4.5,0.01527379
43_ang_x_job_005.out,-1.5946821241916778,-1.7917362744528997,0.6352517201816793,4.345131266198985,1.0,1.0,1.0,5.243090691567332,0.001625379
5_ang_08_08.out,-1.8182465443697664,-2.015256579120015,0.6353162521497485,5.007715902454931,1.0,1.0,1.0,5.126402247190518,0.0007087866
geom_5.out,-1.3890207843069335,-1.5839696505222867,0.6383386396875755,2.993722495389311,1.0,1.0,-0.7375989,9.907881304789637,0.001805078
5_ang_52_52.out,-2.210807397568216,-2.4049917793368105,0.6394632906908398,5.0203221301625645,1.0,1.0,1.0,8.892693630166285,0.0002312348
geom_496.out,-2.888797874951585,-3.0822411863162347,0.6405553880679461,5.2762794628258645,0.4999593,0.9970365,0.9970163,9.294435743513963,5.031588e-06
geom_309.out,-2.380632914209,-2.5728986274005097,0.64229462373369,3.3823303575817367,0.4999817,0.4584142,0.997005,9.77205599871982,0.0003179903
40_ang_xy_job_014.out,-1.7389322763072166,-1.9285706656098314,0.6461920500597601,4.001000056160959,1.0,1.0,1.0,5.830951894845301,0.001008548
44_ang_xy_job_003.out,-1.4801464615379523,-1.669575103103585,0.6465042116477219,4.400168090800624,1.0,1.0,1.0,5.230678732248808,0.002407932
md_124.out,-3.243578232076282,-3.4324057314215244,0.6473997101916459,6.587584779034422,0.9712524,0.6961828,1.0,8.35170922054863,8.513063e-07
